"","id_ccbh","bpo_ecoli","cco_ecoli","mfo_ecoli","bp_ecoli","cc_ecoli","mf_ecoli","bpo_pao1","cco_pao1","mfo_pao1","bp_pao1","cc_pao1","mf_pao1"
"1177","PA4851_05170",0.453,0.58,0.55,2,3,3,0.141,0.29,0.226,1,2,1
"1178","PA4851_05180",0.199,0.321,0.23,1,2,1,0.211,0.342,0.262,1,2,2
"1179","PA4851_05185",0.152,0.321,0.23,1,2,1,0.329,0.332,0.557,2,2,3
"1180","PA4851_05195",0.07,NA,0.094,1,NA,1,0.074,NA,0.09,1,NA,1
"1181","PA4851_05200",0.195,0.467,0.248,1,2,1,0.213,0.562,0.259,1,3,2
"1182","PA4851_05205",0.234,0.541,0.422,1,3,2,0.134,NA,0.227,1,NA,1
"1183","PA4851_05210",NA,NA,0.712,NA,NA,3,NA,NA,0.211,NA,NA,1
"1184","PA4851_05225",0.109,0.417,0.249,1,2,1,0.111,0.457,0.288,1,2,2
"1185","PA4851_05230",0.051,0.292,0.223,1,2,1,0.017,0.284,0.278,1,2,2
"1186","PA4851_05235",NA,0.333,0.058,NA,2,1,NA,0.39,0.057,NA,2,1
"1187","PA4851_05250",0.15,0.169,0.132,1,1,1,0.193,0.283,0.157,1,2,1
"1188","PA4851_05255",0.202,0.547,0.36,1,3,2,0.245,0.443,0.412,1,2,2
"1189","PA4851_05260",0.223,0.568,0.239,1,3,1,0.228,0.532,0.22,1,3,1
"1190","PA4851_05275",NA,0.169,NA,NA,1,NA,NA,0.283,NA,NA,2,NA
"1191","PA4851_05315",0.182,0.404,0.464,1,2,2,0.144,0.397,0.448,1,2,2
"1192","PA4851_05320",0.122,0.179,NA,1,1,NA,0.411,NA,NA,2,NA,NA
"1193","PA4851_05325",0.166,0.501,0.232,1,3,1,0.197,0.529,0.219,1,3,1
"1194","PA4851_05330",0.371,0.437,NA,2,2,NA,0.206,NA,NA,1,NA,NA
"1195","PA4851_05335",0.135,NA,NA,1,NA,NA,0.17,NA,NA,1,NA,NA
"1196","PA4851_05340",0.241,0.93,0.266,1,4,2,0.212,0.789,0.207,1,4,1
"1197","PA4851_05345",0.205,0.5,0.27,1,2,2,0.162,NA,0.267,1,NA,2
"1198","PA4851_05350",NA,0.435,0.111,NA,2,1,NA,0.501,0.105,NA,3,1
"1199","PA4851_05355",0.307,NA,0.316,2,NA,2,0.118,NA,0.15,1,NA,1
"1200","PA4851_05360",0.312,0.277,0.425,2,2,2,0.354,0.494,0.489,2,2,2
"1201","PA4851_05365",0.179,0.47,0.284,1,2,2,0.175,0.492,0.242,1,2,1
"1202","PA4851_05370",NA,0.449,NA,NA,2,NA,NA,0.572,NA,NA,3,NA
"1203","PA4851_05375",0.187,0.333,0.209,1,2,1,0.175,0.441,0.275,1,2,2
"1204","PA4851_05380",0.192,0.379,0.229,1,2,1,0.176,0.405,0.2,1,2,1
"1205","PA4851_05385",0.216,0.488,NA,1,2,NA,0.197,0.508,NA,1,3,NA
"1206","PA4851_05390",0.195,0.444,0.149,1,2,1,0.178,0.452,0.135,1,2,1
"1207","PA4851_05395",0.177,0.443,0.169,1,2,1,0.189,0.45,0.161,1,2,1
"1208","PA4851_05435",0.417,0.93,0.558,2,4,3,0.372,0.605,0.585,2,3,3
"1209","PA4851_05440",0.261,0.573,0.536,2,3,3,0.27,0.52,0.451,2,3,2
"1210","PA4851_05445",0.187,0.47,0.098,1,2,1,0.17,NA,0.101,1,NA,1
"1211","PA4851_05450",0.802,0.862,0.901,4,4,4,0.151,0.285,0.192,1,2,1
"1212","PA4851_05455",0.51,0.481,0.838,3,2,4,0.516,0.356,0.794,3,2,4
"1213","PA4851_05460",0.115,0.395,0.216,1,2,1,0.73,0.401,0.628,3,2,3
"1214","PA4851_05465",0.139,0.301,0.191,1,2,1,1,NA,0.519,4,NA,3
"1215","PA4851_05470",0.075,0.268,0.159,1,2,1,0.719,0.381,0.597,3,2,3
"1216","PA4851_05475",0.415,NA,NA,2,NA,NA,0.447,NA,NA,2,NA,NA
"1217","PA4851_05480",0.14,0.439,0.516,1,2,3,1,0.753,0.761,4,4,4
"1218","PA4851_05490",0.448,0.626,0.529,2,3,3,0.218,0.597,0.337,1,3,2
"1219","PA4851_05495",0.667,1,NA,3,4,NA,0.252,NA,NA,2,NA,NA
"1220","PA4851_05500",NA,NA,0.04,NA,NA,1,NA,NA,0.09,NA,NA,1
"1221","PA4851_05505",NA,0.746,0.275,NA,3,2,0.28,0.445,0.157,2,2,1
"1222","PA4851_05510",0.296,NA,0.236,2,NA,1,0.181,0.274,0.221,1,2,1
"1223","PA4851_05515",0.274,0.503,0.212,2,3,1,0.237,0.712,0.229,1,3,1
"1224","PA4851_05520",0.545,0.708,0.488,3,3,2,0.343,0.528,0.35,2,3,2
"1225","PA4851_05535",0.089,0.432,0.096,1,2,1,0.11,0.434,0.112,1,2,1
"1226","PA4851_05565",0.115,0.387,0.157,1,2,1,0.456,0.617,0.836,2,3,4
"1227","PA4851_05575",NA,0.93,0.3,NA,4,2,NA,1,0.753,NA,4,4
"1228","PA4851_05590",0.03,0.224,0.107,1,1,1,0.031,0.398,0.236,1,2,1
"1229","PA4851_05595",0.364,NA,0.705,2,NA,3,0.345,NA,0.319,2,NA,2
"1230","PA4851_05600",0.389,0.596,0.322,2,3,2,0.353,0.532,0.317,2,3,2
"1231","PA4851_05610",0.015,NA,NA,1,NA,NA,0.075,0.28,NA,1,2,NA
"1232","PA4851_05620",0.101,0.301,0.065,1,2,1,0.098,0.28,0.074,1,2,1
"1233","PA4851_05625",0.14,0.346,0.17,1,2,1,0.121,0.325,0.138,1,2,1
"1234","PA4851_05630",0.104,0.333,0.193,1,2,1,0.116,0.39,0.189,1,2,1
"1235","PA4851_05635",0.144,0.5,0.284,1,2,2,0.13,0.524,0.242,1,3,1
"1236","PA4851_05650",0.157,0.267,0.122,1,2,1,0.829,1,0.696,4,4,3
"1237","PA4851_05660",0.2,0.336,0.132,1,2,1,0.224,0.385,0.155,1,2,1
"1238","PA4851_05665",0.365,1,0.865,2,4,4,0.483,0.576,0.648,2,3,3
"1239","PA4851_05670",0.07,NA,0.159,1,NA,1,0.074,NA,0.165,1,NA,1
"1240","PA4851_05680",0.216,0.432,NA,1,2,NA,0.411,0.437,NA,2,2,NA
"1241","PA4851_05685",0.105,0.308,NA,1,2,NA,0.954,1,NA,4,4,NA
"1242","PA4851_05695",0.124,0.488,0.138,1,2,1,0.136,0.475,0.244,1,2,1
"1243","PA4851_05705",0.522,0.649,0.563,3,3,3,0.689,0.883,0.567,3,4,3
"1244","PA4851_05710",0.522,1,0.718,3,4,3,0.689,0.883,0.845,3,4,4
"1245","PA4851_05715",NA,0.478,0.147,NA,2,1,NA,NA,0.117,NA,NA,1
"1246","PA4851_05720",0.103,0.382,0.164,1,2,1,0.178,0.366,0.174,1,2,1
"1247","PA4851_05725",0.103,0.382,0.104,1,2,1,0.178,0.366,0.13,1,2,1
"1248","PA4851_05735",0.163,0.272,0.15,1,2,1,0.7,NA,0.716,3,NA,3
"1249","PA4851_05740",NA,1,1,NA,4,4,NA,1,1,NA,4,4
"1250","PA4851_05745",0.177,0.181,0.123,1,1,1,0.185,0.28,0.148,1,2,1
"1251","PA4851_05750",0.859,0.702,0.664,4,3,3,0.123,0.569,0.5,1,3,2
"1252","PA4851_05755",0.116,0.218,0.176,1,1,1,0.126,0.28,0.2,1,2,1
"1253","PA4851_05760",0.217,0.322,0.219,1,2,1,0.233,0.314,0.188,1,2,1
"1254","PA4851_05765",0.44,0.32,0.781,2,2,4,0.539,0.295,0.634,3,2,3
"1255","PA4851_05770",0.894,0.757,0.677,4,4,3,0.894,0.757,0.677,4,4,3
"1256","PA4851_05775",0.162,0.221,0.207,1,1,1,0.189,0.268,0.238,1,2,1
"1257","PA4851_05780",0.188,0.181,0.212,1,1,1,0.321,0.144,0.447,2,1,2
"1258","PA4851_05785",0.296,0.883,0.348,2,4,2,0.123,0.368,0.191,1,2,1
"1259","PA4851_05790",0.633,0.649,0.805,3,3,4,0.84,1,0.805,4,4,4
"1260","PA4851_05795",0.319,0.589,0.295,2,3,2,0.394,0.579,0.343,2,3,2
"1261","PA4851_05800",0.331,0.451,0.396,2,2,2,0.09,NA,0.166,1,NA,1
"1262","PA4851_05805",0.098,0.572,0.143,1,3,1,0.063,0.479,0.358,1,2,2
"1263","PA4851_05810",0.23,NA,0.266,1,NA,2,0.293,NA,0.313,2,NA,2
"1264","PA4851_05815",1,0.649,0.669,4,3,3,1,1,0.669,4,4,3
"1265","PA4851_05820",NA,0.395,0.673,NA,2,3,NA,0.395,NA,NA,2,NA
"1266","PA4851_05825",1,0.619,NA,4,3,NA,0.318,0.379,0.065,2,2,1
"1267","PA4851_05830",0.144,NA,0.27,1,NA,2,0.023,NA,0.471,1,NA,2
"1268","PA4851_05835",0.246,0.273,0.177,1,2,1,0.304,0.315,0.157,2,2,1
"1269","PA4851_05840",NA,NA,1,NA,NA,4,NA,NA,0.528,NA,NA,3
"1270","PA4851_05850",0.292,0.425,0.14,2,2,1,0.296,0.379,0.15,2,2,1
"1271","PA4851_05865",1,NA,0.13,4,NA,1,1,NA,NA,4,NA,NA
"1272","PA4851_05875",0.086,0.217,0.331,1,1,2,0.187,0.539,0.356,1,3,2
"1273","PA4851_05890",0.425,0.643,0.316,2,3,2,0.186,0.676,0.297,1,3,2
"1274","PA4851_05910",0.6,NA,0.044,3,NA,1,0.217,NA,0.047,1,NA,1
"1275","PA4851_05915",0.287,NA,0.498,2,NA,2,0.307,NA,0.374,2,NA,2
"1276","PA4851_05920",NA,NA,0.263,NA,NA,2,NA,NA,0.044,NA,NA,1
"1277","PA4851_05925",0.153,0.432,0.248,1,2,1,0.15,0.434,0.214,1,2,1
"1278","PA4851_05930",0.303,0.495,0.3,2,2,2,0.299,0.52,0.313,2,3,2
"1279","PA4851_05935",0.206,NA,NA,1,NA,NA,0.681,NA,NA,3,NA,NA
"1280","PA4851_05940",0.193,0.307,0.094,1,2,1,NA,0.765,0.535,NA,4,3
"1281","PA4851_05945",0.422,0.93,0.181,2,4,1,0.417,0.93,0.2,2,4,1
"1282","PA4851_05950",0.193,0.329,0.153,1,2,1,0.161,0.37,0.163,1,2,1
"1283","PA4851_05960",0.247,0.412,0.308,1,2,2,NA,NA,0.239,NA,NA,1
"1284","PA4851_05965",0.126,0.393,0.229,1,2,1,0.156,NA,0.308,1,NA,2
"1285","PA4851_05975",0.297,0.676,0.247,2,3,1,0.113,0.472,0.09,1,2,1
"1286","PA4851_05980",0.271,0.38,0.269,2,2,2,0.68,NA,0.713,3,NA,3
"1287","PA4851_05985",1,1,0.796,4,4,4,1,1,0.903,4,4,4
"1288","PA4851_05990",NA,0.544,NA,NA,3,NA,NA,0.513,NA,NA,3,NA
"1289","PA4851_05995",NA,0.216,1,NA,1,4,NA,0.216,0.873,NA,1,4
"1290","PA4851_06000",NA,0.321,NA,NA,2,NA,NA,0.419,NA,NA,2,NA
"1291","PA4851_06010",1,1,0.704,4,4,3,1,1,0.538,4,4,3
"1292","PA4851_06015",1,0.883,0.675,4,4,3,1,1,0.805,4,4,4
"1293","PA4851_06020",NA,0.502,0.532,NA,3,3,NA,0.487,0.077,NA,2,1
"1294","PA4851_06025",0.159,0.31,0.181,1,2,1,0.152,0.301,0.16,1,2,1
"1295","PA4851_06030",NA,NA,0.242,NA,NA,1,NA,NA,0.266,NA,NA,2
"1296","PA4851_06035",0.478,NA,NA,2,NA,NA,0.628,NA,NA,3,NA,NA
"1297","PA4851_06040",0.44,NA,0.501,2,NA,3,0.337,NA,0.379,2,NA,2
"1298","PA4851_06045",0.07,NA,NA,1,NA,NA,0.132,NA,NA,1,NA,NA
"1299","PA4851_06050",0.687,NA,0.638,3,NA,3,NA,NA,0.68,NA,NA,3
"1300","PA4851_06055",0.27,0.343,0.631,2,2,3,NA,NA,0.674,NA,NA,3
"1301","PA4851_06060",0.169,NA,0.305,1,NA,2,NA,NA,0.597,NA,NA,3
"1302","PA4851_06075",0.131,0.267,0.154,1,2,1,0.175,0.334,0.188,1,2,1
"1303","PA4851_06085",0.074,0.3,0.09,1,2,1,0.159,NA,0.051,1,NA,1
"1304","PA4851_06090",NA,0.354,NA,NA,2,NA,NA,0.337,NA,NA,2,NA
"1305","PA4851_06095",NA,0.321,NA,NA,2,NA,NA,0.342,NA,NA,2,NA
"1306","PA4851_06100",0.233,0.776,0.514,1,4,3,0.189,0.738,0.421,1,3,2
"1307","PA4851_06105",0.232,0.47,0.151,1,2,1,0.408,0.716,0.063,2,3,1
"1308","PA4851_06110",0.365,0.47,0.167,2,2,1,1,NA,1,4,NA,4
"1309","PA4851_06115",0.114,0.267,0.037,1,2,1,NA,1,0.941,NA,4,4
"1310","PA4851_06120",0.187,0.614,0.119,1,3,1,0.408,0.724,0.063,2,3,1
"1311","PA4851_06125",0.277,0.575,0.768,2,3,4,0.277,0.575,0.768,2,3,4
"1312","PA4851_06135",0.123,NA,0.248,1,NA,1,NA,NA,0.304,NA,NA,2
"1313","PA4851_06140",0.342,0.454,0.183,2,2,1,0.297,0.461,0.178,2,2,1
"1314","PA4851_06150",0.613,NA,0.86,3,NA,4,0.877,NA,0.671,4,NA,3
"1315","PA4851_06155",0.529,0.598,0.676,3,3,3,0.828,NA,0.676,4,NA,3
"1316","PA4851_06175",NA,NA,0.063,NA,NA,1,NA,NA,0.078,NA,NA,1
"1317","PA4851_06195",0.155,0.314,0.064,1,2,1,0.332,NA,NA,2,NA,NA
"1318","PA4851_06205",0.525,NA,0.189,3,NA,1,0.436,NA,0.17,2,NA,1
"1319","PA4851_06210",0.107,0.171,0.18,1,1,1,0.753,0.424,0.69,4,2,3
"1320","PA4851_06215",NA,NA,0.064,NA,NA,1,NA,NA,0.752,NA,NA,4
"1321","PA4851_06225",0.1,NA,0.094,1,NA,1,0.141,NA,0.214,1,NA,1
"1322","PA4851_06240",0.276,0.909,0.431,2,4,2,0.236,NA,0.308,1,NA,2
"1323","PA4851_06245",0.311,0.57,0.589,2,3,3,0.309,0.445,0.388,2,2,2
"1324","PA4851_06260",0.51,0.678,0.458,3,3,2,0.262,0.338,0.363,2,2,2
"1325","PA4851_06265",0.131,0.519,0.226,1,3,1,NA,NA,0.066,NA,NA,1
"1326","PA4851_06275",0.581,NA,0.444,3,NA,2,0.302,NA,0.182,2,NA,1
"1327","PA4851_06280",0.097,0.14,0.116,1,1,1,NA,NA,0.109,NA,NA,1
"1328","PA4851_06285",0.139,0.3,0.15,1,2,1,0.173,NA,0.116,1,NA,1
"1329","PA4851_06290",0.225,0.37,NA,1,2,NA,0.405,0.661,NA,2,3,NA
"1330","PA4851_06295",0.184,0.5,0.113,1,2,1,0.347,NA,0.05,2,NA,1
"1331","PA4851_06305",0.108,0.218,NA,1,1,NA,0.697,NA,NA,3,NA,NA
"1332","PA4851_06310",0.467,0.774,0.393,2,4,2,0.253,0.577,0.183,2,3,1
"1333","PA4851_06315",0.226,0.593,0.163,1,3,1,0.211,0.682,0.25,1,3,1
"1334","PA4851_06320",0.432,0.594,0.723,2,3,3,0.326,0.488,0.41,2,2,2
"1335","PA4851_06330",0.303,0.589,0.347,2,3,2,0.384,0.579,0.357,2,3,2
"1336","PA4851_06335",0.23,NA,0.224,1,NA,1,0.221,NA,0.245,1,NA,1
"1337","PA4851_06355",0.249,0.167,NA,1,1,NA,0.177,NA,NA,1,NA,NA
"1338","PA4851_06370",0.175,0.459,0.109,1,2,1,0.14,0.427,0.332,1,2,2
"1339","PA4851_06380",0.614,0.53,0.584,3,3,3,0.097,0.475,0.333,1,2,2
"1340","PA4851_06385",0.262,NA,0.533,2,NA,3,0.061,NA,0.22,1,NA,1
"1341","PA4851_06395",0.203,0.267,0.079,1,2,1,0.25,0.334,0.099,1,2,1
"1342","PA4851_06400",0.196,0.314,0.109,1,2,1,0.596,1,0.669,3,4,3
"1343","PA4851_06405",NA,1,0.512,NA,4,3,0.093,NA,0.26,1,NA,2
"1344","PA4851_06420",0.119,NA,0.067,1,NA,1,0.125,NA,0.035,1,NA,1
"1345","PA4851_06430",0.106,0.301,0.072,1,2,1,0.103,0.28,0.078,1,2,1
"1346","PA4851_06435",0.233,0.125,0.118,1,1,1,0.156,0.588,0.402,1,3,2
"1347","PA4851_06440",0.525,0.728,0.684,3,3,3,0.313,0.81,0.632,2,4,3
"1348","PA4851_06445",0.163,0.465,0.279,1,2,2,0.419,0.736,NA,2,3,NA
"1349","PA4851_06450",NA,NA,0.248,NA,NA,1,NA,NA,0.217,NA,NA,1
"1350","PA4851_06465",0.963,0.691,0.343,4,3,2,0.963,1,NA,4,4,NA
"1351","PA4851_06470",0.099,0.437,0.24,1,2,1,0.099,0.43,0.247,1,2,1
"1352","PA4851_06475",0.251,0.63,0.174,2,3,1,0.161,NA,0.145,1,NA,1
"1353","PA4851_06500",0.108,0.552,0.15,1,3,1,0.177,0.5,0.137,1,2,1
"1354","PA4851_06505",0.14,0.321,NA,1,2,NA,0.163,0.342,NA,1,2,NA
"1355","PA4851_06530",0.249,0.409,0.13,1,2,1,0.266,0.394,0.112,2,2,1
"1356","PA4851_06535",0.355,NA,0.677,2,NA,3,0.494,NA,0.032,2,NA,1
"1357","PA4851_06540",0.681,NA,1,3,NA,4,0.681,NA,0.818,3,NA,4
"1358","PA4851_06545",0.161,0.169,0.074,1,1,1,0.427,NA,0.294,2,NA,2
"1359","PA4851_06550",0.232,0.439,0.151,1,2,1,0.408,0.724,0.063,2,3,1
"1360","PA4851_06555",0.304,0.608,0.056,2,3,1,NA,0.746,0.056,NA,3,1
"1361","PA4851_06560",0.151,0.221,0.108,1,1,1,0.147,0.268,0.113,1,2,1
"1362","PA4851_06565",0.678,0.883,1,3,4,4,0.678,0.883,1,3,4,4
"1363","PA4851_06570",0.186,0.267,0.102,1,2,1,0.21,0.334,0.123,1,2,1
"1364","PA4851_06575",1,1,NA,4,4,NA,1,1,NA,4,4,NA
"1365","PA4851_06580",0.698,NA,0.87,3,NA,4,0.698,NA,0.807,3,NA,4
"1366","PA4851_06585",0.479,0.452,0.853,2,2,4,0.435,0.352,0.542,2,2,3
"1367","PA4851_06590",NA,0.305,NA,NA,2,NA,NA,0.494,NA,NA,2,NA
"1368","PA4851_06595",0.821,0.621,0.609,4,3,3,0.908,1,1,4,4,4
"1369","PA4851_06600",0.085,NA,0.097,1,NA,1,NA,NA,1,NA,NA,4
"1370","PA4851_06605",0.146,0.301,0.06,1,2,1,0.173,0.28,0.069,1,2,1
"1371","PA4851_06610",0.121,0.301,0.076,1,2,1,0.151,0.28,0.075,1,2,1
"1372","PA4851_06615",1,0.407,0.519,4,2,3,1,1,0.519,4,4,3
"1373","PA4851_06620",0.342,0.612,0.228,2,3,1,0.28,0.858,0.242,2,4,1
"1374","PA4851_06625",0.163,0.346,NA,1,2,NA,0.145,0.325,NA,1,2,NA
"1375","PA4851_06630",0.263,0.433,0.268,2,2,2,0.428,0.73,0.322,2,3,2
"1376","PA4851_06635",0.701,0.745,0.552,3,3,3,1,1,0.549,4,4,3
"1377","PA4851_06640",1,0.649,0.699,4,3,3,0.067,0.3,0.181,1,2,1
"1378","PA4851_06645",0.878,NA,0.695,4,NA,3,0.878,NA,0.695,4,NA,3
"1379","PA4851_06650",0.151,0.238,0.078,1,1,1,0.192,0.43,0.095,1,2,1
"1380","PA4851_06655",1,0.706,0.821,4,3,4,1,0.839,1,4,4,4
"1381","PA4851_06660",0.13,0.534,NA,1,3,NA,0.096,0.529,NA,1,3,NA
"1382","PA4851_06665",0.153,NA,0.063,1,NA,1,0.703,NA,0.416,3,NA,2
"1383","PA4851_06675",NA,0.3,0.095,NA,2,1,NA,0.288,0.09,NA,2,1
"1384","PA4851_06680",0.307,NA,0.514,2,NA,3,0.264,NA,0.426,2,NA,2
"1385","PA4851_06685",0.397,0.787,0.641,2,4,3,0.397,0.801,0.719,2,4,3
"1386","PA4851_06690",0.58,0.475,0.744,3,2,3,0.204,0.236,0.199,1,1,1
"1387","PA4851_06695",0.501,NA,0.423,3,NA,2,1,NA,0.678,4,NA,3
"1388","PA4851_06700",1,1,0.674,4,4,3,0.778,1,0.674,4,4,3
"1389","PA4851_06705",0.131,0.411,0.319,1,2,2,0.139,0.445,0.293,1,2,2
"1390","PA4851_06710",0.785,1,NA,4,4,NA,0.785,1,NA,4,4,NA
"1391","PA4851_06715",0.422,0.88,0.451,2,4,2,0.282,0.82,0.701,2,4,3
"1392","PA4851_06720",0.29,1,0.65,2,4,3,0.854,0.722,0.77,4,3,4
"1393","PA4851_06730",0.131,NA,0.357,1,NA,2,0.444,NA,0.514,2,NA,3
"1394","PA4851_06735",0.603,0.623,0.886,3,3,4,0.62,0.575,0.927,3,3,4
"1395","PA4851_06750",0.673,0.424,0.701,3,2,3,0.943,1,0.592,4,4,3
"1396","PA4851_06755",0.072,0.301,0.091,1,2,1,0.058,0.28,0.084,1,2,1
"1397","PA4851_06760",NA,0.299,NA,NA,2,NA,NA,0.54,NA,NA,3,NA
"1398","PA4851_06770",0.289,0.273,0.309,2,2,2,0.309,NA,0.526,2,NA,3
"1399","PA4851_06785",0.635,0.688,1,3,3,4,NA,0.435,0.87,NA,2,4
"1400","PA4851_06790",0.177,0.308,0.096,1,2,1,0.181,0.319,0.085,1,2,1
"1401","PA4851_06795",0.169,0.385,0.096,1,2,1,0.151,0.393,0.085,1,2,1
"1402","PA4851_06800",0.086,0.303,0.151,1,2,1,0.108,0.342,0.172,1,2,1
"1403","PA4851_06810",0.604,0.927,0.643,3,4,3,0.155,NA,0.238,1,NA,1
"1404","PA4851_06815",0.188,NA,0.246,1,NA,1,0.215,NA,0.292,1,NA,2
"1405","PA4851_06820",0.847,0.898,0.669,4,4,3,0.564,1,0.669,3,4,3
"1406","PA4851_06825",0.589,0.575,0.377,3,3,2,0.548,0.046,0.735,3,1,3
"1407","PA4851_06830",0.295,0.722,0.06,2,3,1,0.408,0.716,0.063,2,3,1
"1408","PA4851_06835",0.295,0.722,0.06,2,3,1,0.408,0.716,0.063,2,3,1
"1409","PA4851_06840",0.418,0.676,0.274,2,3,2,0.197,0.472,0.149,1,2,1
"1410","PA4851_06845",NA,NA,0.714,NA,NA,3,0.071,NA,0.402,1,NA,2
"1411","PA4851_06850",0.244,0.381,0.186,1,2,1,0.292,NA,0.14,2,NA,1
"1412","PA4851_06855",0.567,NA,0.511,3,NA,3,0.193,0.186,0.543,1,1,3
"1413","PA4851_06860",0.224,0.432,0.174,1,2,1,0.209,NA,0.149,1,NA,1
"1414","PA4851_06865",0.057,NA,0.159,1,NA,1,0.061,NA,0.165,1,NA,1
"1415","PA4851_06870",0.169,0.346,0.243,1,2,1,NA,NA,0.381,NA,NA,2
"1416","PA4851_06880",0.773,NA,0.289,4,NA,2,0.653,NA,0.143,3,NA,1
"1417","PA4851_06885",0.545,NA,0.368,3,NA,2,0.238,NA,NA,1,NA,NA
"1418","PA4851_06890",0.578,NA,0.624,3,NA,3,0.416,NA,0.603,2,NA,3
"1419","PA4851_06895",0.163,0.374,0.139,1,2,1,NA,0.595,0.369,NA,3,2
"1420","PA4851_06900",0.26,NA,0.123,2,NA,1,0.244,NA,0.106,1,NA,1
"1421","PA4851_06905",0.258,NA,0.108,2,NA,1,0.242,NA,NA,1,NA,NA
"1422","PA4851_06910",0.065,0.432,NA,1,2,NA,0.09,0.434,NA,1,2,NA
"1423","PA4851_06915",0.601,0.842,0.745,3,4,3,0.673,0.644,0.553,3,3,3
"1424","PA4851_06920",0.413,0.492,0.45,2,2,2,0.183,0.42,0.209,1,2,1
"1425","PA4851_06925",0.834,NA,0.692,4,NA,3,0.819,NA,0.515,4,NA,3
"1426","PA4851_06930",0.299,0.366,0.228,2,2,1,0.289,0.374,0.215,2,2,1
"1427","PA4851_06935",0.49,1,0.442,2,4,2,0.343,1,0.113,2,4,1
"1428","PA4851_06940",0.834,NA,0.358,4,NA,2,0.819,NA,0.669,4,NA,3
"1429","PA4851_06945",NA,NA,0.706,NA,NA,3,NA,NA,0.509,NA,NA,3
"1430","PA4851_06955",NA,0.321,NA,NA,2,NA,NA,0.332,NA,NA,2,NA
"1431","PA4851_06965",0.373,NA,0.623,2,NA,3,0.092,NA,0.228,1,NA,1
"1432","PA4851_06970",0.192,0.346,0.118,1,2,1,0.238,0.355,0.15,1,2,1
"1433","PA4851_06980",0.364,NA,0.712,2,NA,3,0.217,NA,0.306,1,NA,2
"1434","PA4851_06985",0.261,0.234,0.394,2,1,2,0.742,NA,0.418,3,NA,2
"1435","PA4851_06990",0.487,NA,0.515,2,NA,3,NA,NA,0.819,NA,NA,4
"1436","PA4851_06995",0.162,0.133,0.139,1,1,1,0.345,0.237,0.391,2,1,2
"1437","PA4851_07000",0.312,0.368,0.333,2,2,2,0.239,NA,0.348,1,NA,2
"1438","PA4851_07005",0.153,0.232,0.287,1,1,2,0.159,0.371,0.239,1,2,1
"1439","PA4851_07010",0.307,NA,0.344,2,NA,2,0.264,NA,0.275,2,NA,2
"1440","PA4851_07015",0.161,0.218,0.148,1,1,1,0.197,0.377,0.184,1,2,1
"1441","PA4851_07020",0.134,NA,0.094,1,NA,1,0.131,NA,0.09,1,NA,1
"1442","PA4851_07025",NA,NA,0.242,NA,NA,1,NA,NA,0.66,NA,NA,3
"1443","PA4851_07030",0.203,NA,0.104,1,NA,1,0.199,NA,0.106,1,NA,1
"1444","PA4851_07035",0.479,0.694,0.449,2,3,2,0.648,0.575,0.458,3,3,2
"1445","PA4851_07040",0.251,NA,0.229,2,NA,1,NA,NA,0.334,NA,NA,2
"1446","PA4851_07045",0.215,0.3,0.248,1,2,1,0.306,0.285,0.259,2,2,2
"1447","PA4851_07050",0.215,0.3,0.248,1,2,1,0.306,0.285,0.259,2,2,2
"1448","PA4851_07055",0.791,1,0.351,4,4,2,0.902,1,NA,4,4,NA
"1449","PA4851_07060",0.626,NA,0.283,3,NA,2,0.806,NA,0.2,4,NA,1
"1450","PA4851_07065",0.519,NA,0.542,3,NA,3,0.853,NA,0.528,4,NA,3
"1451","PA4851_07070",0.126,0.432,0.1,1,2,1,0.162,0.434,0.14,1,2,1
"1452","PA4851_07075",1,NA,0.947,4,NA,4,0.651,NA,0.391,3,NA,2
"1453","PA4851_07080",0.951,NA,0.404,4,NA,2,0.744,NA,0.662,3,NA,3
"1454","PA4851_07085",0.13,0.222,NA,1,1,NA,0.86,1,NA,4,4,NA
"1455","PA4851_07090",0.084,0.571,0.046,1,3,1,0.11,0.399,0.125,1,2,1
"1456","PA4851_07095",0.077,0.488,0.102,1,2,1,0.11,0.434,0.125,1,2,1
"1457","PA4851_07100",0.145,0.358,0.052,1,2,1,0.678,1,0.532,3,4,3
"1458","PA4851_07105",NA,0.452,0.032,NA,2,1,0.821,1,NA,4,4,NA
"1459","PA4851_07110",0.122,0.294,0.199,1,2,1,0.708,1,NA,3,4,NA
"1460","PA4851_07115",0.045,0.539,NA,1,3,NA,0.151,0.379,NA,1,2,NA
"1461","PA4851_07125",0.123,NA,0.08,1,NA,1,0.765,0.763,0.676,4,4,3
"1462","PA4851_07130",0.1,0.3,0.061,1,2,1,0.217,0.285,0.114,1,2,1
"1463","PA4851_07135",0.243,NA,0.671,1,NA,3,0.798,NA,1,4,NA,4
"1464","PA4851_07140",0.04,0.169,NA,1,1,NA,0.05,0.283,NA,1,2,NA
"1465","PA4851_07145",0.084,NA,0.122,1,NA,1,0.166,NA,0.211,1,NA,1
"1466","PA4851_07150",0.681,1,0.569,3,4,3,0.828,1,0.672,4,4,3
"1467","PA4851_07165",0.271,NA,0.302,2,NA,2,NA,NA,0.406,NA,NA,2
"1468","PA4851_07170",0.153,0.181,0.236,1,1,1,0.278,NA,0.752,2,NA,4
